CNPJ,Razao_Social,Trimestre,Ano,ValorDespesas,RegistroANS,Modalidade,UF,CNPJ_Valido,Nome_Valido,Valor_Valido
10456692000130,QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ,3,2025,1741035.88,417131,Odontologia de Grupo,BA,True,True,True
70523899000102,UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,3,2025,39065238.89,370975,Cooperativa Médica,MT,True,True,True
45232246000127,UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO,3,2025,615005472.58,351202,Cooperativa Médica,SP,True,True,True
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO,3,2025,319674532.96,364584,Cooperativa Médica,RJ,True,True,True
85241339000132,UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL,3,2025,132279478.68,364860,Cooperativa Médica,SC,True,True,True
59499251000105,UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO,3,2025,37667682.48,366340,Cooperativa Médica,SP,True,True,True
54370630000187,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,3,2025,161372210.63,354562,Filantropia,SP,True,True,True
58229691000180,UNIMED DE SANTOS COOP DE TRAB MEDICO,3,2025,657186831.91,355721,Cooperativa Médica,SP,True,True,True
00006037000127,UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO,3,2025,68297194.78,361941,Cooperativa Médica,SP,True,True,True
64388812000139,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,3,2025,21611615.58,364070,Cooperativa Médica,MG,True,True,True
56762172000157,UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,3,2025,35182259.23,365530,Cooperativa Médica,SP,True,True,True
15308521000188,UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA,3,2025,21447924.52,368555,Cooperativa odontológica,PA,True,True,True
80297161000128,UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO,3,2025,28295615.51,358282,Cooperativa Médica,PR,True,True,True
24676884000167,UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA,3,2025,187275247.3,359777,Cooperativa Médica,MT,True,True,True
25971433000115,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,52945778.15,368148,Cooperativa Médica,MG,True,True,True
44456036000150,UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO,3,2025,397428664.8,369659,Cooperativa Médica,SP,True,True,True
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,3,2025,144449482.02,371629,Cooperativa Médica,ES,True,True,True
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,3,2025,61585604.35,372561,Cooperativa Médica,SC,True,True,True
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,3,2025,46491568.89,378216,Autogestão,MG,True,True,True
00338763000147,PLENA SAÚDE S.A.,3,2025,168066113.01,348830,Medicina de Grupo,SP,True,True,True
77781706000162,UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO,3,2025,254777293.13,349712,Cooperativa Médica,PR,True,True,True
02668512000156,H.B. SAÚDE S/A.,3,2025,232085912.53,350249,Medicina de Grupo,SP,True,True,True
59901454000186,SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE,3,2025,18863813.92,353264,Filantropia,SP,True,True,True
85283299000191,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,3,2025,186476790.48,354295,Cooperativa Médica,SC,True,True,True
41687179000184,UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.,3,2025,39978083.0,355593,Cooperativa Médica,MG,True,True,True
37898335000189,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO ,3,2025,31370774.91,357715,Cooperativa Médica,GO,True,True,True
78931391000155,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,3,2025,162989562.81,371106,Cooperativa Médica,PR,True,True,True
56269913000162,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,3,2025,26035595.41,374440,Odontologia de Grupo,SP,True,True,True
02774736000142,OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA,3,2025,117645144.65,354511,Medicina de Grupo,RJ,True,True,True
04204285000133,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF,3,2025,38396409.56,358754,Autogestão,PA,True,True,True
81710865000143,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,3,2025,56734977.9,365777,Cooperativa Médica,PR,True,True,True
02849393000138,BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.,3,2025,230817392.01,366561,Medicina de Grupo,SP,True,True,True
02618303000106,FUNASA SAÚDE,3,2025,12807026.87,370592,Medicina de Grupo,PB,True,True,True
16415598000110,UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,182974550.94,350371,Cooperativa Médica,BA,True,True,True
45118429000116,UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO,3,2025,92030028.16,351407,Cooperativa Médica,SP,True,True,True
45467404000128,UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO,3,2025,21770578.56,351776,Cooperativa Médica,SP,True,True,True
72234164000194,UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,3,2025,11781113.06,352519,Cooperativa Médica,RS,True,True,True
02852017000100,SISTEMAS E PLANOS DE SAÚDE LTDA.,3,2025,49722979.2,352586,Medicina de Grupo,SP,True,True,True
57149775000140,UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,3,2025,51426626.35,353027,Cooperativa Médica,SP,True,True,True
00730439000170,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,3,2025,29040868.69,353876,Cooperativa Médica,MG,True,True,True
17774738000109,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,3,2025,290170797.59,354066,Cooperativa Médica,MG,True,True,True
81733115000197,UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO ,3,2025,38714962.51,354627,Cooperativa Médica,PR,True,True,True
45309606000141,UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES,3,2025,266175357.23,354783,Cooperativa Médica,SP,True,True,True
43293604000186,SANTA HELENA ASSISTÊNCIA MÉDICA S/A.,3,2025,662366558.64,355097,Medicina de Grupo,SP,True,True,True
79831608000118,SIM - CAIXA DE ASSISTÊNCIA À SAÚDE,3,2025,99969811.19,356476,Autogestão,SC,True,True,True
87647756000105,UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,3,2025,150897358.14,357260,Cooperativa Médica,RS,True,True,True
42855999000109,UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,3,2025,30727904.74,359033,Cooperativa Médica,MG,True,True,True
28974020000182,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,3,2025,47523235.92,360414,Cooperativa Médica,RJ,True,True,True
12923462000160,UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA,3,2025,10568814.3,361569,Cooperativa odontológica,PB,True,True,True
25686544000180,UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO,3,2025,31340604.67,362573,Cooperativa Médica,MG,True,True,True
84537141000138,SAMEL PLANO DE SAÚDE LTDA,3,2025,291735114.05,367095,Medicina de Grupo,AM,True,True,True
20320487000105,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,3,2025,69458429.67,368920,Autogestão,MG,True,True,True
63367700000139,CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS,3,2025,73888738.05,359122,Autogestão,CE,True,True,True
96396395000162,UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO,3,2025,9278320.41,361593,Cooperativa odontológica,SP,True,True,True
45171402000197,UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO,3,2025,36027061.68,363286,Cooperativa Médica,SP,True,True,True
02127779000136,LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.,3,2025,39231177.62,364592,Medicina de Grupo,SP,True,True,True
02254846000183,COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ,3,2025,3540336.53,365785,Cooperativa odontológica,AP,True,True,True
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,242362198.57,367397,Cooperativa Médica,PB,True,True,True
80871551000160,UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS,3,2025,136490019.79,370681,Cooperativa Médica,PR,True,True,True
51304798000104,UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA,3,2025,65299890.58,350494,Cooperativa odontológica,SP,True,True,True
87096616000196,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,3,2025,2807140036.21,352501,Cooperativa Médica,RS,True,True,True
00532888000103,UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,3,2025,14714439.92,353698,Cooperativa Médica,RS,True,True,True
75054940000162,FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,3,2025,256078391.66,355151,Autogestão,PR,True,True,True
71063853000110,UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.,3,2025,43700437.67,356581,Cooperativa Médica,MG,True,True,True
00361325000108,HUMANA SAÚDE NORDESTE LTDA. ,3,2025,763390244.45,357511,Medicina de Grupo,PI,True,True,True
37256591000172,UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,3,2025,4554328.88,358339,Cooperativa odontológica,GO,True,True,True
59849182000112,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,3,2025,50316354.72,345091,Filantropia,SP,True,True,True
33719485000127,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL,3,2025,5933317383.63,346659,Autogestão,DF,True,True,True
95642179000197,HUMANA SAÚDE LTDA.,3,2025,286564805.93,348180,Medicina de Grupo,PR,True,True,True
01559455000104,UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS,3,2025,77193648.87,328294,Cooperativa Médica,SP,True,True,True
15395999000192,UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA,3,2025,138893757.31,333662,Cooperativa Médica,MS,True,True,True
08380701000105,UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO,3,2025,864354593.27,335592,Cooperativa Médica,RN,True,True,True
13086566000120,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE,3,2025,18221573.61,335789,Autogestão,SE,True,True,True
13360276000122,UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO,3,2025,405431554.69,337668,Cooperativa Médica,SE,True,True,True
01659087000176,UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA,3,2025,33271766.77,342131,Cooperativa Médica,RO,True,True,True
24294787000100,UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO,3,2025,9013214.17,343153,Cooperativa Médica,PB,True,True,True
16513178000176,UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO,3,2025,4280319036.36,343889,Cooperativa Médica,MG,True,True,True
42043067000153,UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO,3,2025,86736471.66,346209,Cooperativa Médica,BA,True,True,True
71925531000133,UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO,3,2025,40244154.64,347108,Cooperativa Médica,SP,True,True,True
01052203000194,CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO,3,2025,8036653.96,347825,Autogestão,RJ,True,True,True
02903477000102,ASSOCIAÇÃO SAÚDE CONCEIÇÃO,3,2025,16823210.52,330892,Medicina de Grupo,SC,True,True,True
60633369000163,UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO,3,2025,172182117.04,331341,Cooperativa Médica,SP,True,True,True
23725062000166,UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA,3,2025,17130658.61,335258,Cooperativa odontológica,CE,True,True,True
31466949000105,SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A,3,2025,1213177893.18,335614,Medicina de Grupo,ES,True,True,True
76882612000117,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,3,2025,557379598.59,340782,Medicina de Grupo,CE,True,True,True
87547444000120,ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI,3,2025,188117731.42,342556,Filantropia,RS,True,True,True
96509690000188,SÃO LUCAS SAÚDE S/A,3,2025,146384165.34,344362,Medicina de Grupo,SP,True,True,True
59527440000144,UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA,3,2025,4489685.47,347795,Cooperativa odontológica,SP,True,True,True
42889436000123,UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,3,2025,36696490.05,348261,Cooperativa Médica,MG,True,True,True
71186886000158,UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.,3,2025,14158542.98,327638,Cooperativa Médica,MG,True,True,True
92316124000107,UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,3,2025,20579153.67,328375,Cooperativa Médica,RS,True,True,True
31787625000179,FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST,3,2025,71684442.83,330809,Autogestão,ES,True,True,True
65276354000109,UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO,3,2025,63938499.39,335517,Cooperativa Médica,MG,True,True,True
81710543000102,UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO,3,2025,72329783.97,336858,Cooperativa Médica,PR,True,True,True
19878404000100,FUNDAÇÃO SÃO FRANCISCO XAVIER,3,2025,518424666.68,339954,Filantropia,MG,True,True,True
28502128000172,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES,3,2025,61248746.56,343331,Autogestão,ES,True,True,True
62550256000120,NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.,3,2025,702951195.6,348520,Medicina de Grupo,CE,True,True,True
59847780000152,AUSTACLINICAS ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA,3,2025,191973932.28,327417,Medicina de Grupo,SP,True,True,True
29290152000158,UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.,3,2025,90221474.88,330264,Cooperativa Médica,RJ,True,True,True
89761670000134,ASSOCIAÇAO UNISAUDE MARAU,3,2025,10391658.52,333867,Medicina de Grupo,RS,True,True,True
45100138000109,UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO,3,2025,979689796.82,335100,Cooperativa Médica,SP,True,True,True
00763923000103,UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO,3,2025,96817.14,341819,Cooperativa Médica,MG,True,True,True
88732318000108,UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA.,3,2025,42695223.99,343684,Cooperativa Médica,RS,True,True,True
28630531000187,UNIMED-SÃO GONÇALO - NITERÓI - SOC.COOP.SERV.MED E HOSP LTDA,3,2025,715508786.35,343731,Cooperativa Médica,RJ,True,True,True
52204526000197,UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA,3,2025,15085246.81,346004,Cooperativa odontológica,SP,True,True,True
01569902000106,UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO,3,2025,51066206.31,346951,Cooperativa Médica,SC,True,True,True
67417519000140,UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,3,2025,59890199.49,325031,Cooperativa Médica,SP,True,True,True
82996703000186,UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA,3,2025,238043635.1,329339,Cooperativa Médica,SC,True,True,True
72783970000111,UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO,3,2025,77936042.79,329886,Cooperativa Médica,SP,True,True,True
39419809000198,PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE,3,2025,354556305.35,331988,Autogestão,RJ,True,True,True
13100755000100,ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA,3,2025,22051865.38,343129,Autogestão,BA,True,True,True
33601568000117,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME,3,2025,3279364.79,344184,Autogestão,GO,True,True,True
69015113000167,UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA,3,2025,6933909.5,347604,Cooperativa odontológica,SP,True,True,True
20946877000187,AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA,3,2025,26819849.93,325465,Medicina de Grupo,MG,True,True,True
50739135000141,SOBAM CENTRO MÉDICO HOSPITALAR S.A.,3,2025,285185925.67,326500,Medicina de Grupo,SP,True,True,True
05455431000166,CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.,3,2025,929642.14,327328,Medicina de Grupo,CE,True,True,True
82624776000147,UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO,3,2025,547591438.53,334561,Cooperativa Médica,SC,True,True,True
14799035000147,ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA,3,2025,83442675.51,335754,Autogestão,BA,True,True,True
05657234000120,UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA,3,2025,219635810.34,337374,Cooperativa Médica,RO,True,True,True
26185199000163,UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA,3,2025,16075893.38,344451,Cooperativa odontológica,MG,True,True,True
13001218000102,ASSOCIAÇÃO SANTA SAÚDE,3,2025,237115667.66,418021,Medicina de Grupo,SP,True,True,True
00773639000100,CENTRO CLÍNICO GAÚCHO LTDA,3,2025,310615943.07,392804,Medicina de Grupo,CE,True,True,True
72350382000194,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA,3,2025,11900423.79,404241,Autogestão,RS,True,True,True
03268622000193,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.,3,2025,17847734.37,406805,Medicina de Grupo,RS,True,True,True
66491036000123,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ,3,2025,2951436.44,408034,Autogestão,SP,True,True,True
03494031000134,COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS,3,2025,4288318.27,409791,Cooperativa odontológica,MG,True,True,True
03990914000135,ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA,3,2025,6561049.01,412996,Odontologia de Grupo,BA,True,True,True
04911101000175,VIVENTERIS LTDA,3,2025,10842645.0,414662,Odontologia de Grupo,PR,True,True,True
05983170000157,PLANO ODONTOLÓGICO DENTALVIDAS LTDA.,3,2025,33870101.17,415936,Odontologia de Grupo,SP,True,True,True
08097092000181,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA,3,2025,159653091.64,416401,Autogestão,DF,True,True,True
07781345000179,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS,3,2025,60727066.44,416690,Autogestão,MG,True,True,True
11939445000158,ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA,3,2025,255869630.28,417530,Medicina de Grupo,SP,True,True,True
27085968000114,CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO,3,2025,38246527.28,418820,Autogestão,RJ,True,True,True
02476067000122,UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO,3,2025,1875431459.94,382876,Cooperativa Médica,GO,True,True,True
01445199000124,UNIHOSP SAÚDE LTDA,3,2025,118389420.66,385255,Medicina de Grupo,SP,True,True,True
57272510000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,3,2025,16943984.15,406937,Autogestão,SP,True,True,True
04299994000140,PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA,3,2025,645496.62,413551,Medicina de Grupo,MG,True,True,True
59762062000183,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS),3,2025,18600082.65,414212,Autogestão,SP,True,True,True
00395266000180,MAIS SAÚDE PLANO DE SAÚDE LTDA,3,2025,39930445.13,415065,Medicina de Grupo,GO,True,True,True
04299138000194,BIOVIDA SAÚDE LTDA.,3,2025,190157817.72,415111,Medicina de Grupo,SP,True,True,True
50432863000106,MATÃO CLINICAS & AMHMA SAÚDE LTDA,3,2025,53509624.9,416495,Medicina de Grupo,SP,True,True,True
11996146000155,CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO,3,2025,49163683.53,417661,Autogestão,PE,True,True,True
54991211000162,UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO,3,2025,89704349.77,300713,Cooperativa Médica,SP,True,True,True
41871989000196,UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.,3,2025,44476632.0,301060,Cooperativa Médica,MG,True,True,True
01476619000130,UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO,3,2025,26502244.0,301124,Cooperativa Médica,TO,True,True,True
50480953000172,UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO,3,2025,180542958.56,301574,Cooperativa Médica,SP,True,True,True
20168589000149,PRONTOMED PLANOS DE SAÚDE LTDA,3,2025,45069910.94,301728,Medicina de Grupo,MG,True,True,True
04487255000181,UNIMED SEGUROS SAÚDE S/A,3,2025,3977157127.83,701,Seguradora Especializada em Saúde,SP,True,True,True
92693118000160,BRADESCO SAÚDE S.A.,3,2025,24116517223.0,5711,Seguradora Especializada em Saúde,RJ,True,True,True
01685053000156,SUL AMERICA COMPANHIA DE SEGURO SAÚDE,3,2025,20047570696.4,6246,Seguradora Especializada em Saúde,RJ,True,True,True
01402285000150,DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.,3,2025,2633813.12,300730,Odontologia de Grupo,PB,True,True,True
01356020000162,UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO,3,2025,49086995.32,301744,Cooperativa Médica,SC,True,True,True
58119199000151,ODONTOPREV S/A,3,2025,549197675.81,301949,Odontologia de Grupo,SP,True,True,True
24243925000121,UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA,3,2025,15212795.95,321125,Cooperativa odontológica,AL,True,True,True
45425899000122,UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO,3,2025,180572744.36,304883,Cooperativa Médica,SP,True,True,True
87300448000109,UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA.,3,2025,445493766.69,306398,Cooperativa Médica,RS,True,True,True
02322043000119,UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO,3,2025,129467491.4,306762,Cooperativa Médica,SP,True,True,True
31925548000176,GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA,3,2025,1590274861.63,309222,Medicina de Grupo,RJ,True,True,True
17146846000137,PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA,3,2025,18135913.58,310239,Medicina de Grupo,SP,True,True,True
36540979000138,UNIMED COSTA VERDE RJ,3,2025,47025844.27,311146,Cooperativa Médica,RJ,True,True,True
73936395000102,UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,3,2025,111417356.19,311715,Cooperativa Médica,RS,True,True,True
73809352000166,FUNDAÇÃO SAÚDE ITAÚ,3,2025,1695873845.46,312126,Autogestão,MG,True,True,True
44803922000102,UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS,3,2025,478871009.48,315729,Cooperativa Médica,SP,True,True,True
35642768000143,UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO,3,2025,107467350.44,318566,Cooperativa Médica,AL,True,True,True
87497368000195,UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,3,2025,203162269.55,319708,Cooperativa Médica,RS,True,True,True
01647867000104,UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS,3,2025,776790.64,320838,Cooperativa Médica,MG,True,True,True
03658432000182,GEAP AUTOGESTÃO EM SAÚDE,3,2025,3642687401.92,323080,Autogestão,DF,True,True,True
71064539000152,UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO,3,2025,22317147.2,324175,Cooperativa Médica,MG,True,True,True
97388490000187,UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO,3,2025,108637217.33,324345,Cooperativa Médica,BA,True,True,True
02752923000125,PROASA SAÚDE,3,2025,168212837.87,310522,Medicina de Grupo,DF,True,True,True
03315918000118,UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO,3,2025,645709368.46,312851,Cooperativa Médica,MS,True,True,True
69612158000119,UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO,3,2025,10732633.78,313475,Cooperativa Médica,PI,True,True,True
02597394000132,UNIMED VALE DO SEPOTUBA - COOPERATIVA DE TRABALHO MÉDICO,3,2025,163903679.15,314099,Cooperativa Médica,MT,True,True,True
76767219000182,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,3,2025,603653817.53,371254,Cooperativa Médica,PR,True,True,True
82239476000144,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,3,2025,3574500.04,350770,Cooperativa odontológica,PR,True,True,True
87689527000153,UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,3,2025,65193145.45,352179,Cooperativa Médica,RS,True,True,True
00494870000164,UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,3,2025,53197957.77,365238,Cooperativa Médica,SP,True,True,True
02580965000126,UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA,3,2025,4250320.34,370711,Cooperativa odontológica,ES,True,True,True
62231527000184,CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO,3,2025,896361882.13,352331,Autogestão,SP,True,True,True
73967085000155,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,3,2025,318588778.77,353663,Cooperativa Médica,MT,True,True,True
